AffyID	name	thr	mean	mean-thr	perc	min	max	sd	thrNum	hi	int	lo
UTP20	209725_at	6.95	6.66	-0.29	-0.22	5.52	8.72	0.64	170	28	96	104
VDAC2	211662_s_at	10.85	11.22	0.37	0.28	9.03	11.97	0.46	32	102	113	13
SLC44A1	224595_at	9.43	9.58	0.15	0.11	5.42	11.73	1.05	93	93	85	50
FABP5	202345_s_at	9.68	10.52	0.84	0.29	6.21	12.48	0.94	28	182	30	16
FAM8A1	203420_at	9.22	9.43	0.22	0.11	5.70	10.96	0.79	77	105	86	37
DPYSL3	201431_s_at	7.38	6.78	-0.59	-0.31	4.93	10.29	0.85	191	22	55	151
PRKG1	228396_at	6.85	6.67	-0.17	-0.10	4.92	8.98	0.81	144	35	105	88
ASB12	236033_at	7.60	7.04	-0.57	-0.23	6.02	9.71	0.69	194	21	48	159
ILF3	211375_s_at	7.43	8.60	1.17	0.46	4.73	10.78	1.00	17	199	15	14
H19	224997_x_at	5.08	4.47	-0.61	-0.24	3.35	10.82	0.88	192	17	57	154
ZNF33B	1558586_at	6.07	5.42	-0.65	-0.35	3.89	8.13	0.75	198	21	49	158
SPON1	213994_s_at	7.61	8.17	0.56	0.12	4.11	10.86	1.63	72	139	31	58
HBS1L	209316_s_at	7.25	7.85	0.60	0.32	4.86	9.25	0.76	33	149	57	22
TFPI2	209278_s_at	5.80	4.71	-1.09	-0.25	3.17	9.50	1.21	197	23	21	184
PRSS16	208165_s_at	6.89	7.05	0.16	0.11	4.47	8.64	0.79	86	86	99	43
MFAP3	213123_at	7.39	8.10	0.71	0.39	4.25	9.50	0.61	17	177	41	10
POP7	209482_at	7.80	7.90	0.09	0.07	5.61	9.16	0.65	93	66	132	30
KIAA0133	205284_at	6.70	6.55	-0.15	-0.12	5.19	8.71	0.64	146	31	125	72
OXSM	219133_at	7.83	8.11	0.28	0.25	5.55	9.34	0.64	55	85	124	19
IL15	205992_s_at	5.81	6.11	0.30	0.19	3.37	7.84	0.87	69	112	77	39
PTPRE	221840_at	7.48	7.87	0.40	0.33	5.25	9.45	0.70	44	109	98	21
EPHB1	230425_at	4.30	3.67	-0.64	-0.30	3.01	6.71	0.50	210	9	35	184
CCNB1	214710_s_at	7.08	7.85	0.77	0.34	3.65	10.13	1.36	47	146	50	32
EIF3C	210949_s_at	10.49	11.26	0.77	0.30	7.20	12.51	0.83	27	175	38	15
PTGER2	206631_at	5.94	6.06	0.12	0.13	3.96	8.33	0.81	93	81	93	54
SH3BP5	201811_x_at	7.03	7.51	0.48	0.28	3.20	9.25	0.89	48	129	75	24
CSDE1	222975_s_at	8.75	9.78	1.03	0.33	5.55	11.00	0.77	16	202	16	10
LOC729070	1555868_at	5.27	4.66	-0.61	-0.23	3.64	7.52	0.74	194	22	41	165
TBX2	205993_s_at	6.60	6.13	-0.47	-0.39	5.22	7.97	0.45	207	10	95	123
TMEM147	202475_at	8.90	9.48	0.58	0.37	6.20	10.90	0.74	32	137	73	18
TMEM50B	225182_at	8.70	9.22	0.52	0.36	5.81	11.20	0.77	33	130	84	14
BLZF1	203840_at	5.41	5.78	0.37	0.28	3.24	7.33	0.77	54	113	89	26
HDHD2	223155_at	7.50	8.81	1.30	0.34	5.06	9.78	0.72	9	209	12	7
SULT1E1	222940_at	4.98	3.33	-1.64	-0.37	2.92	6.91	0.41	226	2	2	224
RBM4	200997_at	8.92	9.70	0.78	0.40	6.71	10.49	0.48	11	202	18	8
WASF3	204042_at	5.47	5.34	-0.13	-0.07	3.80	8.43	0.88	134	53	83	92
SFTPG	244056_at	4.41	3.93	-0.48	-0.30	3.02	6.50	0.41	210	6	82	140
MOSC2	227417_at	6.27	6.59	0.33	0.24	3.99	8.14	0.76	58	104	103	21
FIBCD1	238943_at	6.75	6.47	-0.28	-0.25	5.33	8.77	0.61	173	19	120	89
LY6G6D	207457_s_at	6.77	6.03	-0.74	-0.17	4.86	10.25	1.01	188	30	28	170
ZNF462	226575_at	6.90	6.81	-0.09	-0.07	5.38	8.69	0.61	134	31	139	58
RUFY1	218243_at	7.18	8.19	1.00	0.36	5.11	9.04	0.48	7	212	11	5
TRIM8	223132_s_at	7.51	7.99	0.48	0.29	5.23	9.63	0.69	38	127	82	19
MAP3K5	203836_s_at	7.44	7.65	0.21	0.18	5.06	10.14	0.84	78	87	104	37
C9orf144	243269_s_at	6.88	6.36	-0.52	-0.28	5.45	8.38	0.47	205	11	64	153
SPINK2	206310_at	6.75	6.43	-0.32	-0.19	4.88	8.91	0.83	163	32	81	115
CKLF	219161_s_at	7.93	8.39	0.46	0.27	4.89	10.14	0.95	53	122	80	26
RNF13	201780_s_at	7.73	8.68	0.94	0.37	5.27	10.46	0.79	17	189	27	12
RBBP8	203344_s_at	7.37	8.47	1.10	0.43	4.94	10.13	0.80	14	202	15	11
DDX20	224315_at	5.69	5.13	-0.56	-0.26	3.09	7.90	0.87	185	27	58	143
DTNB	215565_at	5.24	4.82	-0.42	-0.24	3.21	8.55	0.95	168	37	70	121
ARFGEF2	218098_at	7.66	9.20	1.54	0.35	4.71	10.39	0.82	9	216	3	9
PARD6B	235165_at	7.17	6.83	-0.34	-0.20	3.52	9.70	1.18	154	47	79	102
BCKDHB	210653_s_at	6.85	7.18	0.34	0.19	4.56	8.95	0.84	63	108	89	31
EMILIN3	228307_at	6.80	6.60	-0.20	-0.18	5.46	8.77	0.63	157	31	117	80
LGR6	227819_at	6.47	6.21	-0.26	-0.16	4.83	8.66	0.67	162	36	93	99
DAAM1	216060_s_at	7.07	7.58	0.51	0.33	4.00	9.44	0.75	36	131	82	15
FAM102A	228428_at	5.09	4.56	-0.53	-0.29	3.63	7.43	0.54	203	11	65	152
SOX11	204914_s_at	4.82	4.30	-0.52	-0.32	3.57	6.36	0.47	206	11	72	145
ANXA9	211712_s_at	5.08	4.32	-0.77	-0.35	3.51	6.89	0.57	212	10	33	185
ATG16L2	229389_at	6.31	6.21	-0.10	-0.09	4.56	8.01	0.69	134	47	103	78
CCR7	206337_at	6.47	5.99	-0.48	-0.22	4.26	9.29	1.02	171	34	63	131
TTF2	204407_at	5.81	6.11	0.29	0.14	3.33	8.58	0.98	73	98	88	42
XPNPEP2	216910_at	5.91	5.76	-0.14	-0.14	4.33	8.15	0.78	139	49	92	87
CUL2	203078_at	4.77	4.97	0.20	0.26	3.12	6.63	0.62	69	61	139	28
PUS10	229362_at	6.28	6.11	-0.17	-0.19	4.91	8.31	0.67	148	33	117	78
ALDH7A1	208951_at	7.54	7.71	0.17	0.10	5.21	9.69	0.83	85	80	108	40
BIVM	222761_at	6.68	7.17	0.49	0.34	4.46	8.88	0.71	35	124	89	15
TBX3	219682_s_at	6.97	6.32	-0.65	-0.12	4.11	10.31	1.36	169	48	26	154
CXorf39	227133_at	6.99	8.05	1.06	0.31	3.84	9.38	0.94	20	185	30	13
SLC35F2	218826_at	7.24	7.91	0.68	0.28	4.57	9.74	0.85	32	165	44	19
ACADS	202366_at	8.49	8.58	0.09	0.10	6.82	10.21	0.66	95	63	122	43
FCGR3A	204006_s_at	4.82	4.57	-0.25	-0.07	3.12	8.31	0.96	148	46	66	116
C16orf63	225087_at	7.61	8.90	1.29	0.43	4.71	10.71	0.87	12	208	11	9
ELL3	219518_s_at	7.14	7.48	0.34	0.22	4.61	8.92	0.74	57	108	92	28
ARID2	1553349_at	5.12	5.02	-0.11	-0.11	3.09	6.83	0.75	133	48	100	80
RNF19B	213038_at	6.99	7.69	0.70	0.13	4.74	9.29	1.10	48	166	22	40
RRAGA	201628_s_at	8.46	9.31	0.85	0.33	6.08	10.10	0.54	12	201	20	7
CCL20	205476_at	8.93	8.91	-0.02	0.00	4.89	12.39	1.69	116	91	40	97
MED13L	216109_at	4.29	4.21	-0.09	-0.13	3.07	6.20	0.67	132	44	117	67
JARID1D	206700_s_at	5.83	5.72	-0.11	0.00	3.35	8.61	1.66	122	100	11	117
HOXB3	228904_at	7.97	8.06	0.09	0.08	4.97	10.53	0.81	97	61	126	41
LRRC31	220622_at	6.69	7.56	0.86	0.25	3.51	9.49	1.19	39	176	22	30
ENTPD5	205757_at	7.59	7.76	0.17	0.08	5.33	9.98	0.95	90	90	83	55
C5orf13	201310_s_at	7.73	8.21	0.48	0.24	5.32	9.95	0.78	44	135	71	22
RIPK2	209545_s_at	7.74	7.56	-0.18	-0.17	6.02	9.01	0.66	149	42	105	81
ENTPD4	204076_at	8.46	9.11	0.65	0.39	6.06	10.60	0.62	19	162	57	9
KIAA1549	223575_at	4.97	4.63	-0.34	-0.26	3.57	6.68	0.62	178	25	97	106
PAPD1	222794_x_at	6.60	8.18	1.59	0.35	3.78	10.16	1.03	13	211	4	13
KCNQ1DN	220629_at	6.86	6.34	-0.52	-0.38	5.18	8.60	0.50	207	9	79	140
MPHOSPH9	215731_s_at	5.81	5.30	-0.51	-0.29	3.79	7.74	0.76	187	28	64	136
SMARCC1	201074_at	7.93	8.50	0.57	0.40	4.72	10.07	0.79	34	133	78	17
VDAC3	208845_at	10.07	11.26	1.20	0.46	7.68	12.55	0.60	7	217	7	4
BEX4	215440_s_at	6.26	6.55	0.30	0.10	3.47	8.90	1.24	83	118	59	51
LYRM2	221311_x_at	6.76	7.15	0.38	0.07	4.20	9.53	1.18	75	136	31	61
RPL31	221593_s_at	7.56	8.70	1.14	0.38	4.84	10.13	0.78	13	202	15	11
KIAA1804	228565_at	7.10	7.84	0.74	0.41	4.87	10.59	1.03	33	155	50	23
INSM1	206502_s_at	5.05	4.57	-0.48	-0.15	2.90	8.35	1.24	162	43	50	135
OASL	205660_at	7.06	6.80	-0.26	-0.15	4.67	9.52	0.95	150	45	79	104
TLR4	221060_s_at	6.10	5.77	-0.33	-0.15	4.26	9.31	1.05	155	41	66	121
CPOX	204172_at	6.32	7.36	1.04	0.35	3.40	9.01	0.85	17	194	23	11
GIMAP6	219777_at	6.41	6.42	0.01	0.00	3.76	9.61	1.15	113	87	62	79
C17orf56	236737_at	6.85	6.30	-0.55	-0.27	5.31	8.58	0.51	204	16	51	161
NDN	209550_at	7.30	7.62	0.32	0.08	4.80	9.44	1.03	75	117	58	53
LOC375010	1558982_at	5.27	4.11	-1.16	-0.25	3.13	8.03	0.75	213	11	6	211
MTCH1	221619_s_at	10.18	11.05	0.88	0.30	8.37	11.81	0.51	11	202	17	9
BCL11B	222895_s_at	7.23	7.25	0.02	0.03	5.41	8.86	0.67	109	49	132	47
LOC286052	241370_at	6.14	6.30	0.16	0.07	3.97	8.41	0.91	91	97	77	54
ELL2	226099_at	5.98	7.04	1.06	0.34	3.01	9.16	1.08	25	189	22	17
ECT2	219787_s_at	7.55	7.59	0.04	0.02	3.09	10.91	1.46	110	81	69	78
PDCD7	230182_at	6.75	6.02	-0.72	-0.36	5.02	9.02	0.59	210	12	31	185
SOX2	228038_at	4.34	3.71	-0.62	-0.30	2.88	8.05	0.53	210	8	41	179
RAB34	1555630_a_at	6.50	6.66	0.16	0.14	4.22	9.35	0.87	88	75	108	45
PTPRN2	203029_s_at	7.85	8.03	0.19	0.14	5.49	10.41	0.86	85	91	86	51
EMCN	222885_at	5.77	5.64	-0.13	-0.07	3.80	8.49	0.95	134	46	99	83
TUBA1A	209118_s_at	10.05	10.03	-0.02	-0.01	5.78	12.41	0.89	118	53	122	53
CCDC40	220593_s_at	6.47	5.88	-0.58	-0.36	5.03	8.28	0.51	208	11	63	154
LTF	202018_s_at	6.61	6.07	-0.53	-0.17	4.75	9.79	1.05	172	39	40	149
ARL6	235320_at	5.29	4.58	-0.71	-0.27	3.40	7.87	0.79	198	21	41	166
FBXL12	237256_at	5.29	4.77	-0.52	-0.31	3.74	7.41	0.50	205	11	69	148
RBX1	218117_at	9.36	9.58	0.23	0.22	6.82	10.92	0.61	63	71	139	18
NID1	202007_at	6.12	6.53	0.41	0.14	3.52	9.74	1.15	68	134	48	46
TRIM24	213301_x_at	7.26	7.45	0.19	0.20	4.46	9.30	0.76	76	68	128	32
TTC30B	1554588_a_at	4.70	4.83	0.12	0.12	3.21	6.78	0.76	92	79	93	56
SLC17A4	207051_at	7.25	7.45	0.20	0.05	4.76	11.00	1.37	95	112	41	75
KCTD10	226518_at	8.89	8.86	-0.02	-0.03	6.20	10.75	0.66	120	39	152	37
ARHGDIB	1555812_a_at	7.90	8.35	0.45	0.15	4.90	10.64	1.27	71	132	37	59
EXOC8	227577_at	6.73	7.01	0.28	0.30	3.82	9.33	0.86	66	80	115	33
INSR	213792_s_at	8.41	8.15	-0.26	-0.12	6.07	10.53	1.04	146	60	58	110
LOC440900	243795_s_at	4.95	4.35	-0.60	-0.31	3.69	7.04	0.39	215	6	48	174
SGMS2	227038_at	7.72	8.39	0.67	0.35	3.82	10.81	1.12	40	145	61	22
SERTAD2	202656_s_at	7.86	8.28	0.42	0.26	5.11	9.61	0.73	46	127	77	24
RRAS	212647_at	8.01	8.02	0.01	0.00	5.66	9.52	0.73	113	63	115	50
AHNAK2	212992_at	5.96	5.23	-0.73	-0.28	3.65	9.94	0.94	194	23	39	166
PTPRJ	227396_at	7.76	8.36	0.60	0.36	5.70	9.55	0.63	25	148	66	14
PRR17	233355_at	5.64	5.10	-0.55	-0.23	4.28	8.14	0.58	201	13	56	159
GPX3	201348_at	7.94	8.00	0.06	0.02	3.86	10.57	1.42	108	96	65	67
RBM23	219816_s_at	8.12	8.55	0.43	0.26	6.26	9.13	0.45	28	127	87	14
SFRS1	201742_x_at	8.11	8.85	0.73	0.06	3.61	11.08	1.80	67	154	11	63
FNDC3B	218618_s_at	8.02	8.95	0.93	0.29	4.32	10.43	0.89	24	184	25	19
ARG2	203946_s_at	5.20	4.90	-0.31	-0.10	3.18	7.97	0.99	153	51	53	124
ITM2A	202746_at	6.93	7.20	0.27	0.04	3.51	9.49	1.36	88	118	45	65
BCL11A	222891_s_at	7.31	7.60	0.29	0.20	4.84	9.34	0.81	67	104	90	34
SYTL5	242093_at	7.04	7.25	0.21	0.14	4.05	9.71	1.11	88	99	75	54
KLHL9	213233_s_at	8.37	9.44	1.07	0.39	5.75	10.64	0.66	10	208	13	7
GIMAP8	235306_at	5.56	5.60	0.04	0.03	3.75	8.36	0.89	108	77	81	70
SYNJ2	212828_at	6.98	7.61	0.63	0.30	4.23	9.22	0.78	31	163	53	12
SAP30L	222831_at	6.71	6.51	-0.20	-0.24	4.96	8.59	0.62	158	28	135	65
FAM83B	1563900_at	4.49	4.33	-0.17	-0.10	3.32	6.43	0.68	146	37	99	92
TMEM165	226825_s_at	7.68	8.23	0.55	0.10	4.60	10.77	1.49	70	145	26	57
MRE11A	205395_s_at	6.88	6.71	-0.17	-0.18	3.83	9.56	0.91	143	40	115	73
ATOX1	203454_s_at	8.08	8.51	0.43	0.37	6.46	10.10	0.52	29	111	103	14
ERGIC3	216032_s_at	9.44	9.84	0.40	0.20	6.72	11.12	0.76	52	130	74	24
EIF5A2	235296_at	4.87	4.58	-0.29	-0.14	3.05	6.77	0.74	162	37	79	112
PRO0478	220696_at	4.29	3.66	-0.63	-0.30	2.76	7.77	0.55	209	8	51	169
YRDC	218647_s_at	8.05	7.88	-0.17	-0.10	5.82	9.58	0.67	149	36	121	71
VNN1	205844_at	5.90	5.03	-0.87	-0.17	3.45	9.68	1.47	179	38	26	164
C19orf33	223631_s_at	10.52	10.92	0.40	0.21	8.24	13.07	0.86	56	124	70	34
IFIT3	229450_at	6.59	6.88	0.30	0.19	3.61	10.18	1.17	79	105	69	54
MAPKAPK2	201461_s_at	5.13	5.52	0.39	0.13	3.44	7.31	0.93	65	133	42	53
CAB39	224311_s_at	6.46	7.00	0.54	0.16	3.78	9.13	1.27	64	138	36	54
DDX43	220004_at	4.59	4.14	-0.45	-0.24	3.38	7.01	0.54	196	13	77	138
C21orf57	242565_x_at	6.76	6.86	0.10	0.05	4.86	8.44	0.71	95	77	103	48
C14orf109	213246_at	7.11	8.54	1.43	0.32	4.16	9.91	0.91	12	208	11	9
ZFP64	218968_s_at	7.89	8.52	0.62	0.45	6.01	10.39	0.62	19	151	65	12
C18orf1	207996_s_at	5.53	5.48	-0.05	-0.07	2.83	8.28	0.94	122	53	105	70
UBE2G1	209142_s_at	7.01	8.27	1.26	0.24	3.66	9.35	1.05	21	198	15	15
RPS21	214097_at	8.49	8.29	-0.20	-0.18	6.58	10.18	0.72	152	41	105	82
FAM156A	223203_at	8.86	8.66	-0.20	-0.20	7.30	10.64	0.62	157	29	122	77
CDC16	209658_at	8.16	9.21	1.04	0.43	5.98	10.33	0.63	10	206	14	8
EIF1	212227_x_at	10.88	11.34	0.46	0.16	8.95	12.49	0.60	37	152	56	20
GPR157	227970_at	7.75	7.45	-0.30	-0.30	6.19	9.59	0.55	181	16	135	77
DOCK9	212538_at	6.99	7.38	0.38	0.22	4.24	8.92	0.75	51	119	89	20
RPS11	213350_at	8.78	8.43	-0.35	-0.15	6.17	12.62	1.17	153	49	58	121
CCDC58	235244_at	6.87	6.78	-0.09	-0.06	4.71	8.55	0.83	128	64	80	84
TP53RK	225402_at	6.80	6.71	-0.09	-0.12	4.10	8.60	0.83	130	55	107	66
DMKN	226926_at	6.12	5.66	-0.46	-0.18	4.29	8.01	0.81	177	37	50	141
C12orf56	236840_at	5.34	4.33	-1.01	-0.28	3.38	7.67	0.79	209	15	19	194
RAB15	59697_at	8.56	8.29	-0.27	-0.26	6.00	10.27	0.76	163	26	115	87
WEE1	212533_at	8.37	8.71	0.35	0.37	5.89	10.40	0.70	49	88	119	21
STAMBP	202811_at	6.89	8.18	1.29	0.31	4.16	9.47	0.75	11	211	7	10
DACT1	219179_at	6.11	6.09	-0.03	-0.02	4.32	8.10	0.74	119	52	112	64
WDR1	210935_s_at	6.85	7.43	0.58	0.07	3.56	9.54	1.55	71	148	16	64
TIMELESS	203046_s_at	6.79	6.74	-0.05	-0.08	4.50	8.39	0.71	125	50	122	56
C9orf27	220660_at	4.72	4.14	-0.57	-0.31	3.36	6.64	0.51	206	13	51	164
LOC100133315	1553567_s_at	13.48	13.93	0.45	0.28	11.12	14.59	0.51	28	130	90	8
SIGLEC15	215856_at	7.03	6.21	-0.81	-0.28	5.33	9.22	0.61	211	11	20	197
GFM1	225153_at	8.11	9.57	1.47	0.40	4.93	11.26	0.92	12	214	5	9
FAM127A	201828_x_at	8.00	8.56	0.56	0.20	5.83	9.91	0.80	41	158	42	28
CADPS	1568604_a_at	6.40	5.69	-0.71	-0.13	3.71	9.78	1.34	172	46	20	162
C20orf66	234798_x_at	4.64	3.97	-0.67	-0.26	3.14	7.49	0.55	209	12	35	181
C16orf54	1559584_a_at	5.07	4.96	-0.11	-0.02	2.75	8.57	1.26	126	73	56	99
PCOLCE2	219295_s_at	5.28	4.43	-0.85	-0.18	3.61	8.62	0.77	204	18	23	187
LYRM5	225469_at	8.22	8.62	0.40	0.27	5.71	10.14	0.81	53	115	89	24
SLCO3A1	219229_at	6.55	5.91	-0.64	-0.26	4.59	9.84	0.96	188	17	55	156
DTX3L	225415_at	8.27	9.36	1.09	0.46	6.28	10.57	0.61	8	209	13	6
HBP1	209102_s_at	8.68	9.06	0.37	0.21	6.17	9.96	0.61	46	120	84	24
LYZL4	231306_at	6.83	6.17	-0.66	-0.35	5.19	8.38	0.49	213	9	45	174
FLJ20674	220137_at	6.82	6.75	-0.07	-0.09	5.06	8.35	0.63	130	46	128	54
PCM1	214937_x_at	7.42	8.75	1.33	0.35	4.93	10.06	0.76	10	215	5	8
LMO2	204249_s_at	6.34	6.39	0.04	0.06	4.17	8.52	0.78	106	62	114	52
YWHAZ	200638_s_at	9.49	11.18	1.69	0.28	4.55	12.54	1.24	16	207	7	14
TBC1D15	218268_at	6.40	7.86	1.45	0.33	3.53	9.02	0.84	11	211	8	9
H2AFV	212205_at	7.68	9.42	1.74	0.30	4.55	10.43	0.84	8	215	6	7
WNT6	221609_s_at	5.70	5.16	-0.53	-0.25	4.43	7.76	0.53	202	16	54	158
DCUN1D1	222679_s_at	6.81	7.36	0.55	0.22	3.72	9.43	1.13	56	137	55	36
LOC145786	229178_at	4.74	4.31	-0.43	-0.28	3.60	6.49	0.47	201	12	91	125
VPS54	233656_s_at	6.67	7.57	0.90	0.30	3.83	8.97	0.84	22	185	30	13
MAPRE1	200712_s_at	7.28	7.90	0.62	0.22	3.99	9.64	1.07	49	154	45	29
JPH1	229139_at	7.40	7.30	-0.10	-0.12	5.00	9.56	0.98	129	62	94	72
EIF3D	200005_at	9.72	10.30	0.58	0.33	7.26	11.47	0.69	30	148	65	15
LRRN1	226884_at	3.98	3.39	-0.59	-0.31	2.82	6.17	0.48	209	10	49	169
MESDC2	224675_at	8.22	9.92	1.70	0.42	5.54	11.76	0.82	7	217	4	7
NAALADL1	207895_at	5.50	5.54	0.04	0.01	4.30	7.86	0.76	107	62	89	77
GPD2	225447_at	7.17	8.89	1.71	0.39	3.96	10.45	0.92	9	213	6	9
DNAH11	1553159_at	6.60	6.05	-0.55	-0.31	5.35	8.44	0.47	208	11	59	158
DDX11	232816_s_at	5.26	5.28	0.02	0.00	3.91	6.86	0.64	110	51	126	51
PDGFRA	203131_at	8.46	8.97	0.50	0.18	4.60	11.20	1.25	63	136	55	37
EXT2	202012_s_at	7.63	8.61	0.98	0.36	5.29	9.68	0.64	12	202	18	8
SRP68	224607_s_at	8.97	9.28	0.32	0.35	7.30	10.19	0.44	34	75	142	11
SYTL1	227134_at	7.11	6.99	-0.12	-0.10	4.58	10.39	0.98	131	55	85	88
CUL5	203531_at	7.54	8.76	1.22	0.35	4.37	11.10	0.94	15	206	11	11
C20orf149	218010_x_at	7.38	8.02	0.64	0.16	5.10	9.85	1.01	48	166	17	45
GNPDA2	227022_at	6.37	6.48	0.12	0.07	4.22	8.01	0.78	93	81	103	44
MRPL53	225523_at	8.37	8.62	0.25	0.28	6.13	9.83	0.58	57	82	124	22
PPAPDC2	227385_at	7.03	7.82	0.79	0.37	4.23	9.14	0.70	19	179	38	11
LOC653071	226558_at	7.09	7.35	0.27	0.13	3.68	9.41	1.16	83	107	69	52
SNX1	214531_s_at	7.60	7.93	0.33	0.19	4.50	9.07	0.82	62	118	79	31
MRPL39	218558_s_at	7.87	8.71	0.84	0.35	5.30	10.24	0.87	26	176	33	19
USP7	201498_at	8.65	9.46	0.81	0.40	6.44	10.97	0.58	12	184	38	6
RND3	212724_at	9.62	9.88	0.26	0.12	6.49	11.47	0.78	72	105	82	41
KRT10	213287_s_at	7.81	8.85	1.03	0.40	5.99	11.61	0.72	12	198	21	9
LPXN	216250_s_at	7.65	7.67	0.02	0.01	4.98	9.23	0.69	110	50	140	38
CLCC1	230002_at	7.83	7.66	-0.17	-0.13	5.24	10.08	0.87	141	55	96	77
SPG3A	223340_at	6.47	6.71	0.24	0.18	4.45	8.66	0.83	75	89	100	39
CCL3	205114_s_at	6.47	6.34	-0.14	-0.11	4.51	11.37	0.92	137	44	96	88
RNF144B	228153_at	6.64	6.56	-0.09	-0.06	4.76	8.60	0.81	129	48	105	75
CNGB1	210769_at	6.53	6.10	-0.44	-0.27	4.87	8.18	0.51	198	16	84	128
NAT12	225679_at	7.99	8.15	0.16	0.17	5.12	9.98	0.78	83	69	132	27
HECTD1	224481_s_at	8.57	9.57	1.00	0.26	5.33	10.42	0.67	14	203	16	9
LOC728866	224899_s_at	8.33	10.06	1.73	0.34	4.64	11.83	0.96	10	217	2	9
NGLY1	220742_s_at	7.65	8.69	1.04	0.36	4.93	10.10	0.70	13	205	13	10
OAZ2	201364_s_at	7.27	7.47	0.20	0.08	5.33	8.75	0.77	82	106	73	49
NDUFB5	203621_at	10.30	10.70	0.40	0.19	6.95	11.91	0.73	48	130	80	18
RPE	225040_s_at	7.55	8.17	0.62	0.25	4.05	10.09	0.98	42	155	52	21
CCL8	214038_at	6.03	5.43	-0.60	-0.13	3.39	9.30	1.59	159	59	29	140
PPP2R3C	218852_at	7.00	7.94	0.94	0.30	4.04	9.17	0.87	22	186	30	12
PRMT6	223275_at	6.18	6.68	0.50	0.21	3.82	8.57	1.02	56	137	55	36
SPTY2D1	229594_at	6.59	7.46	0.87	0.41	4.80	8.81	0.62	13	185	31	12
SCML1	218793_s_at	6.16	7.12	0.96	0.38	3.75	9.35	0.92	21	177	35	16
POPDC2	219647_at	5.63	4.54	-1.08	-0.23	3.76	8.79	0.72	213	11	10	207
KIAA1833	230361_at	6.13	5.80	-0.33	-0.21	4.60	7.82	0.66	173	35	87	106
GLUD2	215794_x_at	7.35	7.60	0.25	0.10	4.92	9.28	1.01	82	108	60	60
IFT20	210312_s_at	7.95	8.94	0.99	0.35	5.82	10.04	0.58	10	207	14	7
SLC17A7	204230_s_at	5.75	5.26	-0.49	-0.40	4.51	7.99	0.47	208	9	96	123
ELMO3	219411_at	7.48	7.83	0.35	0.22	6.01	9.53	0.60	48	102	96	30
STX6	212799_at	6.86	7.79	0.94	0.42	3.90	9.24	0.76	16	193	23	12
C14orf106	226630_at	6.08	6.41	0.33	0.19	3.25	8.07	0.96	67	115	80	33
MRPS27	212145_at	7.49	8.07	0.58	0.32	5.12	9.48	0.86	39	141	68	19
C14orf48	1553053_at	5.42	4.75	-0.67	-0.36	4.05	6.64	0.40	218	7	37	184
C4A	208451_s_at	7.21	7.10	-0.12	-0.07	5.29	10.95	0.76	137	39	121	68
ADSL	210250_x_at	8.70	8.79	0.09	0.11	6.31	10.33	0.74	95	62	131	35
RICTOR	226312_at	7.01	8.08	1.07	0.41	4.86	10.13	0.76	13	201	17	10
FCRL2	1563674_at	5.48	5.05	-0.43	-0.20	3.93	7.07	0.69	182	30	64	134
CCT4	200877_at	9.91	10.96	1.05	0.48	7.37	12.53	0.79	14	201	16	11
CLTC	200614_at	11.17	11.89	0.72	0.32	8.68	12.69	0.51	15	189	29	10
MSI2	225237_s_at	6.23	6.63	0.40	0.15	3.10	9.34	1.30	75	121	49	58
FRAS1	226145_s_at	5.64	5.47	-0.18	-0.07	3.48	8.93	1.23	133	64	55	109
KIAA0265	210111_s_at	7.27	9.18	1.90	0.39	3.90	10.76	0.92	8	218	3	7
ANTXR2	225524_at	9.32	9.52	0.20	0.19	7.41	11.32	0.62	70	74	126	28
ARHGAP26	226576_at	6.42	6.90	0.48	0.22	3.72	9.44	0.88	49	139	63	26
LEMD1	229927_at	4.93	4.58	-0.35	-0.22	3.67	8.27	0.61	182	18	97	113
ZNF639	222624_s_at	6.69	6.11	-0.58	-0.39	3.65	8.47	0.90	190	25	75	128
HSPB9	230510_at	4.84	4.24	-0.60	-0.29	3.36	7.72	0.52	208	10	53	165
PDIA3	208612_at	10.37	11.07	0.70	0.24	6.81	12.45	0.96	38	162	39	27
ASXL1	244519_at	5.74	5.68	-0.06	-0.09	3.98	7.71	0.59	128	33	149	46
PHLDA2	209803_s_at	8.41	8.32	-0.09	-0.08	3.67	10.81	1.13	126	65	85	78
ADORA3	206171_at	6.12	5.94	-0.17	-0.12	4.10	8.13	0.79	143	54	84	90
TRAF3IP1	238494_at	7.04	7.22	0.17	0.23	4.84	8.96	0.71	77	65	140	23
NPEPPS	201454_s_at	8.21	8.90	0.69	0.36	5.66	10.25	0.72	24	168	46	14
PRIM2	215708_s_at	4.91	4.79	-0.12	-0.10	3.35	7.48	0.84	134	51	92	85
PRNPIP	208973_at	7.10	7.25	0.15	0.15	5.42	9.71	0.72	86	70	114	44
C10orf114	1555923_a_at	5.98	5.45	-0.53	-0.25	4.61	8.10	0.52	203	14	53	161
TGFBR3	204731_at	7.09	6.81	-0.28	-0.13	3.71	10.36	1.24	145	52	69	107
ALPI	207140_at	5.88	6.07	0.19	0.12	4.41	8.32	0.83	84	93	76	59
KCNQ2	211486_s_at	6.37	5.77	-0.60	-0.32	4.49	8.05	0.50	210	11	59	158
KBTBD4	218570_at	7.40	7.26	-0.14	-0.14	4.17	9.49	0.82	140	33	132	63
